costumer_id,recom_articles
1015948863901349117,"[783280001, 714384002, 648624003, 878800002, 595696005, 747045001, 677738001, 872378001, 689898002, 796239001, 919391002, 797567002, 648868001, 733044002, 589748001, 643588007, 770825001, 783417002, 787481002, 817353002, 746073004, 688537005, 597918001, 671022001, 599718013, 583534009, 746067002, 866755001, 836267001, 737800008, 572797001, 440811001, 726546001, 860658001, 610776023, 717490008, 736108001, 798407010, 836284003, 717884003, 510684009, 867969002, 732017001, 523489001, 681916009, 821057001, 716950001, 704630003, 775996020, 772843001, 211143037]"
1135991499650384534,"[902288001, 584928001, 777504003, 712272003, 763280005, 727808006, 778064005, 868939001, 800389001, 784677002, 848997003, 590517003, 772843001, 550309008, 760746003, 744906006, 788383001, 734287001, 734287002, 622314012, 770100004, 765657001, 668537002, 762313003, 688105007, 795790001, 682670002, 705966002, 834217009, 743214005, 837278001, 448515001, 820883001, 874547003, 585480002, 785416003, 562245062, 877069001, 679853003, 730946001, 675378001, 732114003, 747986001, 761698001, 516000087, 680327001, 818391001, 812167002, 462435035, 640258013, 729004001, 894140004, 712924006, 669713001, 660497001, 848422001, 678694002, 691446004, 700966004, 811398005, 600886004, 718747001, 351933051, 564358012, 375585023]"
1141178350244689188,"[706016001, 878816002, 868544001, 835136002, 817472005, 817472001, 872000002, 891392001, 727029001, 682325001, 689109001, 685813001, 689109003, 838357002, 902229003, 773461001, 700938003, 816938006, 707135001, 537076001, 638228002, 738943010, 806388002, 572127013, 684340002, 736681001, 763785001, 632982059, 744393002, 688105002, 814441001, 673396015, 825577002, 660830001, 689022002, 697054004, 685683001, 905811002, 890195003, 671624001, 788328001, 253448002, 646536001, 568808001, 585480001, 707208003, 723912001, 730013001, 790973001, 807005003, 817181005, 762856014, 685010001, 856786002, 751591002, 865799003, 790791004, 795975003, 664647004, 684021087, 897340001, 734460002, 559634018, 713993061, 756209001, 240561001, 843537001, 784785002, 865073002, 898694001, 675142001, 742982003, 875227001, 833499002, 909371001, 663515004, 572998012, 554450042, 869691002, 599718016, 551462012, 731280002, 736592003, 787216003, 578480002, 634320003, 723824004, 912208002, 683621001, 736677001, 554757003, 721178002, 909914002, 891322004, 816623001, 732463001, 750127001, 556527004, 406724001, 794884001, 842724003, 777892001, 693572001, 659204002, 743908009, 703065002, 698276009, 895993004, 626521001, 665305001, 697177001, 583534002, 797710002, 734435001, 820483001, 772899001, 868163002, 889379010, 685816002, 864216004, 568601030, 742925001, 673677002, 726925005, 941005005, 565379022, 485678032, 781570001, 761698002, 826498003, 786978004, 736983002, 639895003, 794572001, 816588002, 814668003, 684588008, 708311029]"
1362310019195253974,"[786304001, 842112001, 825600004, 501323012, 664074001, 685066002, 635274003, 934122004, 785034008, 479167004, 740564001, 664074018, 842772001, 482207016, 111593001, 734569002, 817417005, 756094001, 762846008, 179123001, 699924030, 722376001, 739144004, 721320007, 701853001, 857277001, 324946001, 705330003, 852370004, 747634008, 661095001, 767687001, 746087001, 855239004, 852775002, 861767001, 758034015, 885468002, 687036005, 687036009, 705734001, 624486002, 816166003, 760123001, 717755003, 681180030, 741040001, 762096002, 711440002, 628720003, 759952002, 808624007, 850917001, 751557002, 784698001, 509210002, 740922002, 714650003, 741466004, 834682004, 772005016, 760975001, 656015002, 914351001, 796239001, 818031002, 552346014, 722468002, 685284003, 665668004, 701657001, 681657002, 847673003, 618287018, 554479018, 746329003, 927865001, 743630001, 842606003, 844483001, 547780028, 627107005, 666382015, 856440001, 724984001, 679854018, 663160001, 861848004, 705293001, 870765002, 673677002, 552473036, 763469001, 856109002, 746861001, 932365005, 456163028, 395575001, 456163034, 580482011, 610776026, 726956001, 888727009, 610776040, 732545001, 807329002, 679853033, 741985001, 860833004, 733782001]"
1521081239962408837,"[578816005, 621760008, 827637001, 747045002, 640613003, 616453004, 534357005, 633813004, 860949002, 857621003, 766523001, 757194002, 726229003, 670698004, 759482001, 522725019, 693242014, 713156003, 670265001, 749801001, 830313001, 835417002, 701657003, 568601006, 660308016, 890766001, 720750002, 634009011, 845614003, 879294003, 845790006, 649603001, 464297021, 610776001, 719544002, 854920001, 744600004, 918717001, 754925002, 843373002, 693243003, 808653001, 830365003, 723378001, 816962001, 862482002, 660599001, 738567002, 892892001, 726876002, 803772003, 737852001, 671852003, 797084005, 562245097, 886241001, 800390001, 872278001, 614854005, 866731001, 817067003, 501915004]"
1575517627660529403,"[681174016, 810592001, 757995011, 243937028, 815851001, 664074001, 572938001, 606154009, 783775002, 672127002, 774836001, 679284001, 746644001, 401044004, 691764006, 827359014, 929001001, 766441002, 464927018, 660308011, 735742001, 865470001, 707518002, 640542002, 740958002, 735550004, 744883001, 304766009, 625480002, 619464003, 843752003, 730354001, 672018002, 899570001, 630514003, 730482003, 687602003, 887303001, 774151002, 637255001, 769447003, 909884001, 693500001, 681916007, 665969001, 859153002, 697649001, 652924010, 652924011, 708428001, 732945001, 788006001, 673638005, 644763001, 882203002, 763280008, 732805002, 153115019, 153115020, 554811020, 633808016, 736218001, 674010002, 841498008, 746863001, 713199001, 711823003, 589722009, 731407006, 671852003, 819428001, 908292001, 687524002, 722436001, 742916001, 693177001, 732729001, 714521001, 768921001, 817721001, 750777001, 881369007, 624486064, 821838001, 672590002, 695918001, 524825016, 636323001, 699075002, 893059005, 637283007, 622958016, 399256001, 652355010, 738072001, 607704005, 761432005, 645709007, 650722001, 619234007, 696631001, 708471003, 719308001, 813420001, 714828003, 762796003, 715052001, 562245093, 820428002, 858284003, 746849001, 691809002, 765569001, 832481001, 537346026, 791713001, 800225001, 841260010, 608769009, 877014001, 733782002, 715201013, 664619001, 788651002, 788107003]"
1583713468941604231,"[542464001, 701472002, 815264002, 625480002, 757995011, 843752003, 763280008, 848869001, 864013001, 697054026, 554811020, 744786001, 761410002, 574109011, 574109012, 841498008, 696631001, 785060001, 587444001, 399061027, 909884001, 401044004, 858284003, 817721001, 841260010, 652924011, 562245103, 815851001, 707155003, 573716028, 893059005]"
1658101758341101638,"[875040001, 764416001, 842560001, 825600002, 687424005, 823168006, 740427001, 706016010, 723349003, 736213002, 876053002, 762762002, 640021011, 413707031, 873279001, 733098011, 679285020, 640021023, 846025001, 739529007, 811198001, 877278002, 638622001, 785086001, 825086002, 762846008, 717779001, 764563002, 857171002, 804691004, 844915003, 794280001, 802461001, 801309002, 818397001, 903773002, 772349008, 573085010, 788754002, 868018004, 803986008, 578023001, 735751001, 881031001, 852775004, 746994009, 774151001, 636455009, 731644001, 720572005, 860657001, 872177004, 713993069, 904422001, 568593010, 605094001, 783398001, 794971001, 488561021, 750960002, 773808002, 516859013, 845541001, 849637002, 665477002, 708090001, 650682004, 674010008, 722991001, 857007001, 898287007, 873092002, 676580003, 652731047, 687034024, 811993002, 824185002, 757614001, 666382005, 748579001, 811907006, 865240001, 688558018, 798744003, 708472002, 715469001, 717464010, 759021003, 852365001, 797250001, 780322002, 843671001, 580482012, 909185001, 665089002, 690593002, 839265002, 731425001, 765729001, 909185002, 887830002, 799190003, 673281013, 849643001, 713997050, 765739003]"
1771949060751365801,"[762048002, 830016003, 628917001, 724405002, 733045002, 893141001, 684341002, 727061002, 816490001, 603584018, 827370002, 408554004, 606154009, 672127002, 658495001, 774879001, 678687001, 702762014, 731743002, 746644001, 589748001, 746196002, 464927018, 660308011, 854025003, 743113004, 654046001, 579541042, 740958002, 735550004, 762846001, 678942001, 555102001, 721118001, 724905009, 777043002, 855198005, 670942007, 861682001, 700850003, 637255001, 578311002, 855239002, 686631001, 746087002, 675068008, 858161001, 697649001, 814705001, 767473003, 789393003, 704849001, 739953004, 599580017, 648998001, 702790003, 680262003, 712838006, 782875001, 616635001, 644763001, 253448059, 718939002, 708379004, 679280001, 758064002, 699600003, 733424002, 874064001, 745232003, 550309001, 882757003, 892421009, 674010002, 717050001, 599580055, 632143001, 784143001, 663567001, 849519004, 700367006, 758084002, 687524002, 768921001, 709177001, 835417002, 853006001, 716163001, 611235002, 637283007, 673144001, 687704001, 851608003, 559630020, 294008005, 785464001, 695544002, 689005001, 559630026, 746509004, 565379022, 679853009, 713997016, 793911001, 716951001, 738540001, 820428002, 629420002, 826508005, 800225001, 811905001, 682550002, 825782002, 695542005, 813451002, 852523003, 798763004]"
1880190607624598976,"[446224002, 708845001, 554477007, 619778001, 701802001, 821731001, 640154008, 663515001, 637255001, 758191001, 872575001, 654410023, 349301032, 777273005, 679774001, 854550001, 539291001]"
1920444396556368326,"[700912001, 859136002, 727616003, 618800002, 736624001, 732411002, 790101001, 810005002, 770021003, 811397005, 816597006, 563477007, 919365008, 739590033, 832330002, 717490070, 561445018, 399223068, 676052001, 816591015, 765689001, 690478001, 844734001, 597891002, 788248001, 719272002, 921096004, 821336004, 700701001, 762205003, 766955001, 721298003, 743223001, 665975002, 699735002, 812167004, 660599002, 674606047, 648940001, 871468001, 678942054, 682289001, 881947001, 748097003, 826508010, 452898029, 552471019, 685009003, 728156014, 586310001, 659462002, 591334003, 681179001, 554450042, 667499003]"
2076478494124890283,"[704128001, 355072002, 617728002, 817472005, 704128007, 640597001, 682325001, 689109001, 666581003, 762261005, 821397007, 750422031, 350911002, 718292001, 732842021, 570004011, 573716012, 820563003, 766440004, 864509002, 762856014, 745298001, 770578001, 895506003, 751591001, 751591002, 671783001, 719463001, 675068001, 372860001, 798972004, 675068005, 832166002, 623632001, 747984001, 325542018, 591334020, 759482001, 833530006, 669882007, 858895001, 896527002, 856527002, 829135004, 778064028, 731407005, 754404004, 757903013, 743908009, 798265001, 842062003, 854883003, 598755003, 806243005, 657208001, 810744003, 294008005, 689165001, 723341004, 570189006, 832482002, 665975002, 808631002, 718732001, 742924002, 831777001, 738230004, 775435001, 586955001, 721270012, 623115005, 761248002, 736672003, 859808002, 777504006, 678965001, 717365002, 784650001, 921226002, 824778001, 819082006, 731743002, 749407004, 572127013, 652361001, 910601003, 817353007, 716958001, 670942003, 642675003, 744712001, 730013001, 678280009, 700701002, 779890001, 745522003, 574109012, 849586004, 681373013, 779250006, 574109017, 733831001, 875719003, 408647009, 823324001, 626588006, 825585001, 765169002, 865073001, 585158001, 833499002, 696155002, 745968001, 189616008, 785861001, 554757003, 843738002, 739503001, 554479001, 714927003, 618287007, 406724001, 743979002, 316441001, 607705003, 312878001, 583534002, 803118003, 399087030, 562245050, 465816001, 616920002, 781400002, 738713035, 301656017, 781570001, 779842001, 842605009, 736983002, 674606046, 834412007, 684588008, 782059001, 538283002, 707179005]"
2119121882746958542,"[842560001, 773808002, 825600002, 516859013, 823168006, 740427001, 736213002, 876053002, 724405002, 733045002, 708090001, 640021011, 650682004, 413707031, 674010008, 857007001, 632143001, 733098011, 679285020, 640021023, 873092002, 676580003, 687034024, 709177001, 824185002, 739529007, 757614001, 654046001, 762846001, 616635001, 666382005, 717779001, 844915003, 673144001, 687704001, 708472003, 802461001, 818397001, 852365001, 903773002, 565379022, 772349008, 788754002, 868018004, 803986008, 746994009, 774151001, 843671001, 580482012, 636455009, 731644001, 738540001, 765729001, 909185002, 811905001, 605094001, 783398001, 799190003, 887830002, 599580017, 695542005, 868939001, 813451002, 765739003]"
2471039199498803206,"[842560001, 859136002, 825600002, 823168006, 727029001, 736213002, 723349003, 876053002, 563477007, 706016015, 640021011, 413707031, 707135001, 739903001, 733098011, 399223068, 679285020, 640021023, 638228002, 738943010, 806388002, 736681001, 753737001, 560393001, 739529007, 689022002, 697054004, 717779001, 717779002, 844915003, 710056001, 700701001, 749885001, 762205003, 661373001, 802461001, 818397001, 903773002, 487827024, 772349008, 726418002, 702802003, 715154004, 788754002, 868018004, 803986008, 746994009, 774151001, 636455009, 731644001, 678942054, 756209001, 524529001, 639985002, 677638001, 659462002, 605094001, 783398001, 539291001, 606107001, 554450042, 773808002, 516859013, 868939001, 652869001, 787237002, 470789001, 665477002, 811397005, 739590033, 721178002, 717370001, 734874002, 708090001, 717490070, 650682004, 674010008, 604015001, 811663002, 857007001, 556527004, 636207006, 643396001, 873092002, 676580003, 816591015, 824185002, 784537005, 687524014, 484398001, 903374001, 757614001, 666382005, 734435001, 834051002, 678968001, 921944001, 399256005, 568601030, 852365001, 722349006, 743223001, 843671001, 580482012, 776237022, 578316001, 765729001, 909185002, 748097003, 887830002, 799190003, 708311029, 740427001, 765739003, 562252031]"
2636587246054202986,"[708459009, 878720001, 727616003, 836480003, 708352004, 664485001, 810005002, 770021003, 408875020, 816597006, 706016015, 919365008, 628927001, 643535001, 899247005, 676052001, 401044002, 496762018, 539209001, 771337002, 496111018, 660308009, 662553002, 720473004, 780297006, 795417003, 504154033, 936862001, 690478001, 775838001, 670942002, 555550003, 823118001, 892558001, 659459001, 853251001, 657283003, 510675005, 610776002, 659854020, 921096004, 485176007, 766955001, 893106001, 669874002, 721298003, 852535001, 665975002, 699735002, 719639003, 674606047, 516903008, 869660001, 872172001, 648940001, 738924001, 890684002, 681373027, 682289001, 881947001, 808305003, 452898029, 718278001, 681179001, 789147006]"
2664922195825305712,"[714384002, 648624003, 849648002, 849440003, 701589001, 772843001, 719957006, 677738001, 872378001, 557994003, 479167001, 812271001, 502186012, 733044002, 759871012, 750260005, 681561001, 783417002, 787481002, 504154037, 684021047, 634009017, 713784003, 737800008, 726546001, 860658001, 578476001, 784332002, 510684009, 867969002, 811281001, 859105003, 598806002, 624486003, 440811001]"
2697331706436144899,"[612075008, 490176001, 617728002, 375585027, 859808002, 578816005, 868544001, 835136002, 621760008, 846581001, 684341001, 774005002, 633813004, 534357005, 723669002, 750422031, 870282001, 429322001, 700938003, 670698004, 873706001, 589599001, 663679001, 727615001, 706016028, 545258017, 684340002, 734569001, 771337002, 749801001, 838729001, 744393002, 739529007, 660308016, 837694001, 693321007, 879166004, 762846008, 685683001, 641715002, 642675003, 827411006, 842952001, 680264001, 818024003, 646536001, 585480001, 566621002, 572573002, 614429002, 573085005, 723872001, 630141002, 487827024, 783346001, 832114002, 745522003, 581298006, 636359001, 719463001, 737639001, 573085020, 566941024, 823324001, 726876002, 746332002, 843537001, 631409002, 863665002, 501286001, 800390001, 828934002, 589222001, 568838008, 909371001, 278811002, 572998012, 745968001, 611024002, 902288003, 763280003, 591334020, 731280002, 646821001, 747045002, 561797003, 616453004, 707717005, 653018001, 843738002, 909914002, 785018005, 661306005, 669882007, 599580056, 668815001, 522725019, 706016001, 600932001, 547780002, 713156003, 618287012, 757903013, 857924004, 842724003, 599580072, 670265001, 730683050, 618287018, 659460003, 687524013, 678073001, 772537001, 563609005, 453358002, 719214003, 720750002, 634009011, 797710002, 649603001, 562245050, 514179003, 868163002, 679854013, 882840002, 640664003, 764280004, 616920002, 889379010, 552473031, 864216004, 716045001, 742925001, 570189006, 842605009, 761698002, 826498003, 743234001, 399223001, 685687004, 399223004, 768759006, 776237029, 708460006, 399201005, 616598002, 735094005, 399223029, 874891003]"
2743012373550154092,"[896064001, 831728002, 811368002, 748816005, 687325001, 809525001, 629349002, 817181001, 658329018, 638282001, 699178001, 675322001, 917290001, 709034007, 883535001, 691799002, 857279001, 879807002, 673799006, 870260001, 814116002, 728156003, 819147001, 892377001, 831545001, 919273004, 579541038, 852513006, 661310001, 680790002, 885870001, 462086004, 712406001, 688411001, 666739002, 351933051]"
2768447994533782618,"[777648002, 733424002, 762048002, 562252038, 488561032, 649509001, 628917001, 783707031, 784143001, 658495001, 702762014, 602409001, 889753001, 782875001, 743113004, 678942001, 885923001, 708472003, 294008005, 754354001, 679853009, 861682001, 578311002, 749159007, 788455008, 625196005, 675068008, 814705001, 769814002, 682550002, 712838006, 572998009, 712587003]"
2818499464413706698,"[510126016, 761968002, 189616008, 682813001, 712216009, 842605009, 778386002, 822946002, 770351005, 802556001, 548613029, 809961003, 560270001, 772830001, 731046003, 873678003]"
3267368325910590416,"[399201026, 579541004, 772843001, 760746003, 732842004, 744906006, 788383001, 622314012, 769748005, 744073001, 762313003, 720137003, 568137003, 717779004, 663016001, 662344003, 220094019, 857448004, 893064003, 695421001, 886557002, 799069002, 700701001, 720125007, 788946001, 516000087, 881031001, 680327001, 807079001, 841383002, 772711004, 757671006, 501820001, 501820002, 826865001, 775345002, 824337007, 581777008, 610321008, 736870001, 507910004, 770315001, 779622005, 730683001, 759814010, 782875003, 743803002, 351933051, 902288001, 766928002, 780048003, 757264004, 726128002, 488561032, 787237005, 777018002, 767834002, 399087001, 665082012, 618287006, 729860001, 720228002, 686564003, 682457001, 765657001, 752857003, 668537002, 765657003, 747737001, 589924014, 852910001, 885806002, 690478001, 751471027, 737710005, 399087030, 699075001, 677347003, 733027005, 633464001, 749699009, 863000003, 673677002, 803757002, 673677004, 537688015, 730946001, 373506008, 660599002, 724567004, 708311004, 729004001, 660599009, 686604003, 554477028, 660599014, 863937003, 662593004, 798966001, 763862002, 867979001, 785515003]"
